Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
663,53,Male,Raincoat,Outerwear,34,Oregon,XXL,Teal,Summer,2.3,No,Standard,Yes,No,59,Debit Card,Monthly
664,68,Female,Belt,Accessories,82,Michigan,XXL,Black,Winter,4.8,Yes,Store Pickup,No,Yes,2,Debit Card,Annually
665,62,Male,Mules,Footwear,111,New York,M,Red,Summer,4.9,Yes,Free Shipping,No,Yes,19,PayPal,Quarterly
666,59,Female,Cardigan,Clothing,120,Illinois,M,Beige,Winter,3.1,No,Standard,Yes,No,27,PayPal,Weekly
667,42,Female,Mules,Footwear,126,Nevada,M,Cream,Spring,5,Yes,Standard,Yes,No,6,Apple Pay,Annually
668,50,Male,Cardigan,Clothing,89,Washington,L,Red,Summer,4.1,No,Standard,Yes,No,60,Credit Card,Bi-Weekly
669,70,Female,Parka,Outerwear,16,Georgia,S,Purple,Fall,2.1,No,Free Shipping,No,Yes,0,Apple Pay,Daily
670,27,Female,T-shirt,Clothing,147,Washington,XXL,Teal,Fall,2.3,No,Express,No,Yes,39,Cash,Monthly
671,45,Male,Vest,Clothing,114,Oregon,S,Pink,Fall,3.1,No,Express,Yes,Yes,32,Credit Card,Annually
672,53,Male,Trench Coat,Outerwear,97,New York,XS,White,Spring,2.7,Yes,Standard,Yes,No,1,Cash,Annually
673,58,Female,Slip-ons,Footwear,62,New York,XXL,Red,Fall,1.8,Yes,Store Pickup,No,No,42,Credit Card,Bi-Weekly
674,58,Male,Dress,Clothing,41,California,L,Teal,Spring,1.4,No,Free Shipping,Yes,Yes,4,Apple Pay,Bi-Weekly
675,24,Female,Mules,Footwear,20,Illinois,XS,Yellow,Spring,1.8,No,Next Day Air,No,No,51,Debit Card,Weekly
676,29,Male,Watch,Accessories,45,Georgia,M,Yellow,Spring,1.6,No,Standard,Yes,Yes,34,Credit Card,Quarterly
677,41,Male,Heels,Footwear,70,Texas,M,Navy,Summer,1.3,Yes,Free Shipping,No,No,12,Credit Card,Bi-Weekly
678,65,Female,Earrings,Accessories,126,Michigan,L,Red,Fall,1.7,No,Next Day Air,Yes,No,10,Bank Transfer,Weekly
679,46,Female,Parka,Outerwear,84,Washington,M,Teal,Spring,3.4,No,Express,No,No,57,Cash,Daily
680,20,Female,Windbreaker,Outerwear,119,Ohio,XL,Orange,Fall,2.6,Yes,Express,No,No,50,Debit Card,Bi-Weekly
681,31,Female,Boots,Footwear,110,Florida,M,White,Spring,2.3,Yes,Store Pickup,No,Yes,29,Google Pay,Bi-Weekly
682,42,Female,Boots,Footwear,69,Michigan,S,White,Fall,3.9,Yes,Two-Day Shipping,No,No,20,Bank Transfer,Bi-Weekly
683,21,Female,Heels,Footwear,142,Texas,M,Pink,Spring,1.5,Yes,Two-Day Shipping,No,No,15,Google Pay,Daily
684,59,Male,Watch,Accessories,133,Ohio,S,Pink,Spring,4.6,Yes,Free Shipping,Yes,Yes,30,Credit Card,Monthly
685,38,Female,Hat,Accessories,117,California,XL,Beige,Winter,3.4,No,Free Shipping,No,No,54,Cash,Daily
686,19,Male,Belt,Accessories,27,Washington,XS,Navy,Spring,5,No,Express,Yes,Yes,12,Cash,Bi-Weekly
687,34,Male,T-shirt,Clothing,43,Texas,M,White,Fall,2.3,No,Free Shipping,Yes,Yes,37,Apple Pay,Daily
688,27,Female,Oxfords,Footwear,129,Nevada,XS,Purple,Summer,3.3,No,Free Shipping,No,No,14,Credit Card,Bi-Weekly
689,40,Male,Belt,Accessories,67,Oregon,XS,White,Winter,1.2,Yes,Store Pickup,Yes,No,52,Apple Pay,Weekly
690,39,Male,Raincoat,Outerwear,150,Michigan,M,Olive,Winter,3.6,Yes,Express,Yes,No,24,Apple Pay,Quarterly
691,30,Male,Mules,Footwear,86,Illinois,S,Orange,Fall,4.8,Yes,Express,No,Yes,47,Credit Card,Weekly
692,29,Female,Cardigan,Clothing,22,Arizona,XXL,Purple,Winter,2.4,Yes,Two-Day Shipping,Yes,No,27,Debit Card,Weekly
693,45,Female,Puffer Jacket,Outerwear,28,Arizona,M,Beige,Spring,1.2,No,Store Pickup,No,Yes,18,Debit Card,Monthly
694,51,Female,Flip Flops,Footwear,147,Illinois,XS,Orange,Spring,3.6,Yes,Express,Yes,Yes,57,Credit Card,Quarterly
695,22,Male,Scarf,Accessories,85,New York,XL,Cream,Winter,2.6,Yes,Express,No,No,13,Debit Card,Weekly
696,63,Female,Hat,Accessories,15,California,S,Purple,Winter,4,Yes,Express,No,Yes,10,Debit Card,Bi-Weekly
697,18,Female,Windbreaker,Outerwear,124,Georgia,XS,Navy,Fall,4.5,Yes,Store Pickup,Yes,No,30,Google Pay,Daily
698,48,Male,Windbreaker,Outerwear,26,Washington,XS,Teal,Fall,4.3,Yes,Express,Yes,Yes,19,Bank Transfer,Annually
699,49,Female,Earrings,Accessories,80,Nevada,L,Olive,Fall,2.8,No,Free Shipping,No,No,7,PayPal,Annually
700,44,Male,Dress,Clothing,51,Georgia,L,Black,Summer,3.3,No,Free Shipping,Yes,Yes,12,Apple Pay,Annually
701,58,Female,Shorts,Clothing,149,Florida,M,Orange,Fall,4.6,No,Two-Day Shipping,No,No,19,Debit Card,Daily
702,45,Female,Belt,Accessories,103,Ohio,XS,Black,Winter,4.7,Yes,Next Day Air,Yes,No,39,Google Pay,Annually
703,49,Female,Flip Flops,Footwear,31,Virginia,M,Black,Winter,1.2,No,Two-Day Shipping,Yes,Yes,31,PayPal,Daily
704,60,Male,Trench Coat,Outerwear,27,Ohio,S,Beige,Fall,4.1,Yes,Standard,No,Yes,46,Debit Card,Monthly
705,32,Male,Shorts,Clothing,136,Tennessee,M,Red,Winter,2.7,Yes,Free Shipping,No,No,11,Google Pay,Monthly
706,61,Male,Sunglasses,Accessories,79,Florida,L,Purple,Summer,2.2,Yes,Free Shipping,No,Yes,24,Bank Transfer,Monthly
707,51,Female,Dress,Clothing,95,Michigan,XXL,Cream,Fall,2.9,No,Next Day Air,No,No,29,Credit Card,Quarterly
708,23,Male,Coat,Clothing,92,Virginia,S,Teal,Fall,1.5,No,Standard,No,Yes,25,Cash,Daily
709,47,Male,Puffer Jacket,Outerwear,36,Texas,M,Orange,Spring,2.3,Yes,Free Shipping,No,No,55,Credit Card,Daily
710,51,Male,Hoodie,Clothing,141,Florida,S,Orange,Summer,2.2,No,Store Pickup,Yes,No,39,Cash,Weekly
711,18,Male,Jacket,Clothing,45,Michigan,XS,Red,Summer,1.4,Yes,Two-Day Shipping,No,No,3,Credit Card,Bi-Weekly
712,29,Male,Parka,Outerwear,81,Washington,XL,Orange,Winter,4.4,Yes,Next Day Air,Yes,Yes,11,Debit Card,Annually
713,50,Male,Loafers,Footwear,136,Arizona,M,Olive,Spring,4.8,No,Free Shipping,No,No,24,Cash,Daily
714,70,Female,Parka,Outerwear,52,Texas,M,Yellow,Spring,3.3,Yes,Two-Day Shipping,No,Yes,41,Cash,Annually
715,40,Male,Raincoat,Outerwear,134,Tennessee,XXL,Yellow,Fall,1,Yes,Free Shipping,Yes,No,57,Cash,Quarterly
716,22,Male,Puffer Jacket,Outerwear,53,Georgia,XXL,Cream,Fall,2.8,Yes,Free Shipping,No,No,4,Bank Transfer,Annually
717,48,Male,Parka,Outerwear,144,Virginia,XXL,Purple,Fall,1.5,No,Two-Day Shipping,No,No,4,Credit Card,Daily
718,24,Male,Heels,Footwear,142,Tennessee,XXL,Yellow,Fall,4,Yes,Standard,Yes,No,48,Apple Pay,Daily
719,34,Male,Vest,Clothing,24,Washington,XXL,White,Winter,4.1,Yes,Express,No,Yes,44,Apple Pay,Monthly
720,30,Female,Heels,Footwear,140,Arizona,XXL,Olive,Summer,1.8,Yes,Next Day Air,Yes,Yes,37,Credit Card,Annually
721,20,Male,Hoodie,Clothing,16,Georgia,L,Teal,Spring,2.4,No,Express,Yes,No,32,PayPal,Bi-Weekly
722,46,Female,Boots,Footwear,111,Washington,XS,Teal,Spring,1.5,No,Standard,Yes,No,14,Credit Card,Quarterly
723,32,Female,Watch,Accessories,79,Illinois,XXL,Beige,Spring,4.5,Yes,Free Shipping,Yes,Yes,54,Google Pay,Quarterly
724,57,Male,Bracelet,Accessories,43,Colorado,L,Olive,Spring,1.1,No,Free Shipping,Yes,No,56,Bank Transfer,Daily
725,53,Female,Heels,Footwear,30,New York,L,White,Spring,2.4,Yes,Next Day Air,Yes,No,60,Debit Card,Bi-Weekly
726,20,Female,Jacket,Clothing,144,New York,XXL,Beige,Winter,2.9,Yes,Standard,Yes,Yes,49,Bank Transfer,Weekly
727,53,Female,Raincoat,Outerwear,28,Illinois,L,Cream,Summer,2.7,No,Two-Day Shipping,Yes,Yes,28,Credit Card,Quarterly
728,30,Female,Necklace,Accessories,126,Tennessee,XS,Red,Summer,1.4,Yes,Express,No,Yes,51,Credit Card,Annually
729,22,Male,Sneakers,Footwear,47,Arizona,S,Olive,Spring,2.3,Yes,Free Shipping,Yes,No,30,Cash,Daily
730,34,Male,Jacket,Clothing,141,Oregon,XXL,Beige,Summer,2.8,No,Free Shipping,No,Yes,33,PayPal,Bi-Weekly
731,40,Female,T-shirt,Clothing,139,Ohio,XS,Red,Summer,4.4,Yes,Free Shipping,Yes,Yes,23,Cash,Weekly
732,62,Female,Hoodie,Clothing,131,California,XS,Yellow,Spring,2.1,No,Free Shipping,Yes,Yes,17,Bank Transfer,Quarterly
733,19,Female,Parka,Outerwear,113,Arizona,XS,Red,Summer,2.5,No,Two-Day Shipping,Yes,No,2,Google Pay,Bi-Weekly
734,66,Female,Vest,Clothing,82,Virginia,XL,Red,Spring,2.4,No,Next Day Air,Yes,Yes,35,Apple Pay,Annually
735,45,Female,Earrings,Accessories,56,Illinois,L,Cream,Summer,1.5,Yes,Free Shipping,No,Yes,15,Bank Transfer,Quarterly
736,54,Female,Necklace,Accessories,24,Colorado,M,Beige,Fall,3.6,Yes,Standard,No,No,53,PayPal,Weekly
737,19,Female,Parka,Outerwear,17,Arizona,XS,Beige,Winter,3.6,Yes,Next Day Air,Yes,Yes,17,Google Pay,Quarterly
738,46,Male,Belt,Accessories,81,Virginia,M,Olive,Winter,1.5,Yes,Express,Yes,Yes,7,Cash,Daily
739,55,Female,Slip-ons,Footwear,25,Michigan,XXL,Red,Spring,4.8,No,Free Shipping,Yes,No,34,Cash,Daily
740,24,Male,Oxfords,Footwear,144,Arizona,XS,Purple,Spring,1.9,No,Two-Day Shipping,No,No,4,Cash,Monthly
741,19,Female,Sunglasses,Accessories,107,Georgia,L,Orange,Fall,2.9,No,Two-Day Shipping,Yes,Yes,23,Credit Card,Bi-Weekly
742,24,Male,Sneakers,Footwear,95,Michigan,XXL,Cream,Fall,4.8,No,Two-Day Shipping,Yes,Yes,24,Bank Transfer,Annually
743,32,Female,Jacket,Clothing,46,Washington,XL,Black,Winter,3.6,No,Free Shipping,No,Yes,53,Google Pay,Bi-Weekly
744,33,Female,Oxfords,Footwear,74,Arizona,M,Cream,Spring,3.8,No,Store Pickup,No,No,5,PayPal,Quarterly
745,59,Female,Skirt,Clothing,73,Arizona,L,Red,Summer,4.7,Yes,Next Day Air,Yes,No,50,PayPal,Bi-Weekly
746,23,Female,Belt,Accessories,122,Michigan,S,Teal,Winter,3.5,Yes,Express,No,Yes,10,Credit Card,Monthly
747,65,Male,Earrings,Accessories,47,Washington,XS,Pink,Spring,3.8,Yes,Express,No,No,22,Debit Card,Monthly
748,25,Female,Flip Flops,Footwear,101,Colorado,XL,Teal,Spring,5,Yes,Standard,No,No,58,Apple Pay,Annually
749,36,Female,Parka,Outerwear,49,Oregon,S,Cream,Spring,1.6,Yes,Two-Day Shipping,No,No,24,PayPal,Monthly
750,67,Male,Flip Flops,Footwear,74,Ohio,L,Beige,Spring,3.3,No,Free Shipping,No,No,20,Bank Transfer,Weekly
751,70,Male,Sneakers,Footwear,125,Michigan,M,Teal,Fall,1.4,No,Express,Yes,No,17,Apple Pay,Monthly
752,36,Female,Loafers,Footwear,42,Tennessee,S,Orange,Fall,1.6,Yes,Two-Day Shipping,Yes,Yes,38,Credit Card,Quarterly
753,49,Male,Sneakers,Footwear,109,New York,M,Teal,Winter,3.9,Yes,Next Day Air,No,Yes,45,Cash,Daily
754,49,Female,Parka,Outerwear,37,Washington,S,Olive,Spring,4.9,Yes,Store Pickup,Yes,Yes,20,Debit Card,Quarterly
755,47,Male,Hat,Accessories,95,Tennessee,XS,Pink,Spring,4.7,No,Express,Yes,Yes,15,Debit Card,Quarterly
756,61,Male,Windbreaker,Outerwear,82,Arizona,S,Yellow,Summer,3.9,No,Express,Yes,Yes,60,Google Pay,Annually
757,45,Male,Sneakers,Footwear,140,Michigan,XL,Red,Summer,1.2,No,Two-Day Shipping,No,Yes,40,PayPal,Monthly
758,32,Female,Flip Flops,Footwear,139,Arizona,XXL,Pink,Fall,3.2,No,Standard,Yes,Yes,56,Bank Transfer,Bi-Weekly
759,38,Male,Parka,Outerwear,123,California,S,Yellow,Fall,3.6,No,Store Pickup,No,Yes,49,Apple Pay,Monthly
760,19,Female,Windbreaker,Outerwear,83,Michigan,S,Pink,Spring,3.2,No,Free Shipping,No,No,25,Bank Transfer,Monthly
761,34,Male,Parka,Outerwear,83,Arizona,XXL,Red,Fall,3.5,Yes,Free Shipping,No,No,14,Google Pay,Weekly
762,57,Female,Boots,Footwear,48,Colorado,XL,Black,Spring,4.2,Yes,Store Pickup,No,No,49,Bank Transfer,Quarterly
763,51,Male,T-shirt,Clothing,107,Michigan,S,Navy,Winter,4.4,Yes,Free Shipping,Yes,No,21,Apple Pay,Weekly
764,20,Male,Sneakers,Footwear,149,California,XL,Pink,Winter,1.2,No,Free Shipping,Yes,Yes,40,Bank Transfer,Annually
765,35,Male,Sneakers,Footwear,111,Nevada,L,Navy,Fall,4.4,Yes,Standard,No,Yes,0,Cash,Quarterly
766,65,Female,Boots,Footwear,64,Washington,XL,Olive,Fall,2.7,Yes,Free Shipping,No,No,12,Credit Card,Bi-Weekly
767,36,Female,Parka,Outerwear,38,New York,L,Purple,Fall,2.9,Yes,Next Day Air,Yes,No,46,Apple Pay,Bi-Weekly
768,32,Male,Cardigan,Clothing,116,Virginia,S,Yellow,Fall,2.9,Yes,Store Pickup,No,No,9,Bank Transfer,Annually
769,53,Male,Jacket,Clothing,68,Washington,L,Teal,Summer,1.3,No,Two-Day Shipping,No,Yes,3,Bank Transfer,Monthly
770,37,Female,Bracelet,Accessories,53,Texas,M,Cream,Winter,4.5,No,Store Pickup,Yes,No,34,Apple Pay,Bi-Weekly
771,47,Female,Oxfords,Footwear,146,Michigan,XXL,Cream,Spring,4.7,No,Store Pickup,Yes,No,8,Bank Transfer,Daily
772,28,Male,Boots,Footwear,127,Washington,XS,Black,Winter,3,No,Express,No,No,0,PayPal,Daily
773,64,Female,Trench Coat,Outerwear,148,Georgia,XL,Beige,Summer,1.6,Yes,Two-Day Shipping,No,No,30,Apple Pay,Weekly
774,28,Female,Sunglasses,Accessories,17,Georgia,L,Navy,Summer,2.9,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly
775,24,Male,Trench Coat,Outerwear,134,Colorado,S,White,Fall,3.5,Yes,Free Shipping,Yes,Yes,17,PayPal,Monthly
776,57,Female,Necklace,Accessories,80,Michigan,XL,Orange,Summer,1.3,Yes,Standard,Yes,No,11,PayPal,Quarterly
777,69,Female,Dress,Clothing,99,Colorado,XL,Teal,Fall,4.9,No,Express,Yes,Yes,50,Debit Card,Weekly
778,27,Male,Vest,Clothing,57,Arizona,XS,Beige,Spring,4.6,Yes,Express,No,No,42,Apple Pay,Bi-Weekly
779,33,Female,Belt,Accessories,111,Virginia,L,Cream,Winter,2.4,No,Two-Day Shipping,Yes,Yes,10,Cash,Bi-Weekly
780,53,Female,Mules,Footwear,140,Oregon,M,Orange,Spring,3.2,No,Store Pickup,No,Yes,1,Bank Transfer,Bi-Weekly
781,64,Female,Trench Coat,Outerwear,69,Colorado,XL,Red,Winter,2.5,Yes,Express,No,No,33,Debit Card,Daily
782,24,Female,Necklace,Accessories,79,Michigan,XS,Teal,Fall,1.1,No,Store Pickup,No,No,2,Cash,Annually
783,58,Male,Hat,Accessories,22,Washington,XXL,Yellow,Winter,3,No,Store Pickup,Yes,Yes,23,Credit Card,Quarterly
784,26,Male,Loafers,Footwear,122,Washington,XS,Black,Winter,3.5,Yes,Free Shipping,Yes,No,54,Debit Card,Annually
785,61,Female,Skirt,Clothing,58,Tennessee,XL,Cream,Fall,3.1,No,Next Day Air,Yes,Yes,12,Bank Transfer,Quarterly
786,23,Male,Flip Flops,Footwear,128,Texas,M,Teal,Summer,3.8,No,Express,Yes,No,17,Google Pay,Bi-Weekly
787,47,Male,Skirt,Clothing,133,California,XS,White,Summer,3.9,Yes,Free Shipping,Yes,Yes,50,Credit Card,Weekly
788,23,Male,Earrings,Accessories,93,Washington,XXL,Orange,Summer,4,Yes,Free Shipping,Yes,No,45,PayPal,Weekly
789,54,Female,Sunglasses,Accessories,120,New York,S,Olive,Summer,1.7,No,Free Shipping,No,No,5,Apple Pay,Bi-Weekly
790,67,Female,Necklace,Accessories,58,Texas,XL,Pink,Summer,3.2,Yes,Store Pickup,No,No,41,Bank Transfer,Annually
791,39,Female,Scarf,Accessories,38,Michigan,S,Olive,Summer,2.9,Yes,Standard,Yes,No,8,Apple Pay,Quarterly
792,54,Female,Necklace,Accessories,23,Georgia,XXL,White,Fall,4.5,Yes,Express,No,No,21,PayPal,Annually
793,40,Female,Dress,Clothing,56,Arizona,XL,Navy,Spring,2.8,No,Two-Day Shipping,No,No,30,Bank Transfer,Weekly
794,56,Female,Necklace,Accessories,138,Nevada,L,Olive,Spring,4.9,Yes,Two-Day Shipping,Yes,No,27,Bank Transfer,Bi-Weekly
795,19,Male,Puffer Jacket,Outerwear,146,Florida,M,Teal,Summer,4.8,Yes,Express,No,Yes,5,PayPal,Weekly
796,43,Male,Earrings,Accessories,132,Texas,XXL,Navy,Summer,4.5,No,Free Shipping,Yes,Yes,15,Bank Transfer,Weekly
797,64,Male,Raincoat,Outerwear,54,Nevada,XL,Beige,Spring,2.9,No,Standard,No,No,44,Debit Card,Monthly
798,63,Male,Parka,Outerwear,39,Illinois,S,Beige,Summer,2.6,No,Free Shipping,No,No,34,Credit Card,Bi-Weekly
799,19,Male,Puffer Jacket,Outerwear,60,Virginia,S,Beige,Fall,2.4,Yes,Two-Day Shipping,No,Yes,41,Debit Card,Weekly
800,20,Male,Windbreaker,Outerwear,92,Illinois,XS,Beige,Winter,3.6,No,Express,No,No,24,Cash,Monthly
801,44,Male,Shorts,Clothing,56,Illinois,XXL,Purple,Spring,2.9,Yes,Free Shipping,Yes,No,51,Bank Transfer,Daily
802,26,Female,Oxfords,Footwear,131,Texas,L,Orange,Winter,2.7,Yes,Free Shipping,No,No,47,Cash,Daily
803,41,Female,Puffer Jacket,Outerwear,100,Washington,XL,Beige,Spring,4.1,No,Two-Day Shipping,No,Yes,9,Credit Card,Bi-Weekly
804,50,Female,Scarf,Accessories,126,Texas,L,Olive,Spring,1.5,No,Next Day Air,No,Yes,56,Google Pay,Annually
805,45,Female,Hat,Accessories,90,Virginia,XS,Purple,Fall,1.7,No,Next Day Air,Yes,No,20,PayPal,Annually
806,25,Female,Vest,Clothing,24,Michigan,XXL,Pink,Summer,1.7,Yes,Express,Yes,No,27,PayPal,Bi-Weekly
807,33,Female,Puffer Jacket,Outerwear,25,California,M,Beige,Spring,1.6,Yes,Next Day Air,Yes,No,59,Cash,Annually
808,43,Male,Bracelet,Accessories,62,Oregon,M,Cream,Spring,4.3,No,Standard,Yes,No,19,Google Pay,Quarterly
809,41,Female,Sneakers,Footwear,70,Virginia,L,Olive,Summer,2.1,Yes,Two-Day Shipping,No,Yes,43,PayPal,Bi-Weekly
810,31,Male,Coat,Clothing,121,Nevada,S,Olive,Fall,2.8,No,Standard,Yes,Yes,1,Cash,Bi-Weekly
811,57,Female,Boots,Footwear,132,Colorado,L,Orange,Fall,3.2,No,Two-Day Shipping,Yes,No,21,PayPal,Bi-Weekly
812,47,Female,Windbreaker,Outerwear,68,Michigan,XXL,Navy,Winter,2,Yes,Store Pickup,Yes,No,35,PayPal,Daily
813,37,Female,Oxfords,Footwear,95,Arizona,XXL,Yellow,Spring,1.6,Yes,Two-Day Shipping,No,No,26,Bank Transfer,Daily
814,33,Female,Earrings,Accessories,48,Illinois,XL,White,Spring,2.6,Yes,Standard,No,Yes,55,Debit Card,Annually
815,44,Female,Puffer Jacket,Outerwear,70,Illinois,XL,Olive,Fall,4.1,Yes,Store Pickup,No,No,14,Bank Transfer,Monthly
816,36,Female,Parka,Outerwear,55,Tennessee,S,Pink,Fall,1,No,Next Day Air,Yes,Yes,24,Google Pay,Annually
817,44,Male,Parka,Outerwear,22,Colorado,S,Navy,Spring,3.4,No,Standard,No,Yes,10,Google Pay,Annually
818,41,Male,Raincoat,Outerwear,114,Michigan,XL,Red,Summer,2.8,Yes,Express,No,Yes,20,Debit Card,Bi-Weekly
819,31,Female,T-shirt,Clothing,132,New York,XXL,Teal,Winter,5,Yes,Next Day Air,Yes,No,55,Debit Card,Weekly
820,18,Male,Raincoat,Outerwear,119,Washington,XL,Yellow,Winter,1.3,No,Free Shipping,Yes,Yes,28,Apple Pay,Annually
821,69,Female,Shorts,Clothing,25,Georgia,L,Cream,Winter,2.7,Yes,Standard,Yes,No,48,Bank Transfer,Quarterly
822,41,Female,Dress,Clothing,101,Florida,S,Yellow,Summer,2.1,No,Store Pickup,Yes,No,57,Cash,Monthly
823,39,Female,Flip Flops,Footwear,128,Georgia,L,Cream,Fall,3.3,Yes,Express,Yes,No,1,Debit Card,Bi-Weekly
824,37,Male,Hat,Accessories,93,Arizona,XXL,Yellow,Fall,1.6,Yes,Express,No,No,16,Cash,Weekly
825,55,Female,Hoodie,Clothing,52,Colorado,XS,Olive,Fall,3.9,No,Next Day Air,Yes,No,41,Debit Card,Quarterly
826,42,Female,Necklace,Accessories,58,Washington,XL,Yellow,Summer,2.9,No,Standard,Yes,No,14,PayPal,Weekly
827,35,Male,Loafers,Footwear,65,Georgia,L,Yellow,Spring,4.4,Yes,Store Pickup,Yes,No,42,Credit Card,Monthly
828,50,Male,Skirt,Clothing,84,Michigan,XL,Cream,Spring,4.9,Yes,Next Day Air,Yes,Yes,16,Bank Transfer,Annually
829,32,Female,Heels,Footwear,60,Texas,XL,Olive,Fall,1.4,Yes,Store Pickup,Yes,Yes,33,PayPal,Daily
830,33,Female,Heels,Footwear,133,California,XL,Black,Fall,4.2,Yes,Express,No,Yes,28,Credit Card,Monthly
831,52,Male,Boots,Footwear,139,Ohio,XL,Black,Winter,4.4,Yes,Store Pickup,No,Yes,37,Bank Transfer,Annually
832,34,Female,Raincoat,Outerwear,84,Arizona,XXL,Navy,Fall,3,No,Store Pickup,No,No,55,Google Pay,Weekly
833,61,Female,Hat,Accessories,127,California,S,Yellow,Spring,2.3,No,Next Day Air,Yes,Yes,4,Bank Transfer,Monthly
834,46,Female,Belt,Accessories,61,New York,XS,Red,Summer,2.2,No,Free Shipping,No,Yes,43,PayPal,Quarterly
835,38,Male,Loafers,Footwear,64,Virginia,L,Navy,Summer,3.4,Yes,Free Shipping,No,No,49,Cash,Bi-Weekly
836,48,Female,Flip Flops,Footwear,109,Florida,M,Beige,Fall,4.3,No,Next Day Air,No,No,36,Apple Pay,Monthly
837,21,Female,Coat,Clothing,105,Nevada,S,Yellow,Fall,1.1,Yes,Express,No,No,53,PayPal,Daily
838,68,Female,Bracelet,Accessories,98,Michigan,XL,Cream,Summer,4.2,No,Free Shipping,Yes,Yes,15,Debit Card,Bi-Weekly
839,48,Male,Puffer Jacket,Outerwear,114,Oregon,XXL,Yellow,Summer,2.1,No,Standard,Yes,Yes,40,PayPal,Bi-Weekly
840,36,Male,Earrings,Accessories,135,Florida,XXL,White,Fall,4.9,No,Express,Yes,No,36,Debit Card,Quarterly
841,33,Female,Cardigan,Clothing,81,Michigan,XL,Olive,Spring,1.6,Yes,Store Pickup,No,No,57,Bank Transfer,Monthly
842,38,Female,Loafers,Footwear,73,Arizona,M,Beige,Summer,3.7,No,Free Shipping,Yes,Yes,7,Cash,Monthly
843,69,Female,Parka,Outerwear,27,Washington,XL,Black,Fall,1.1,No,Standard,No,No,18,Google Pay,Bi-Weekly
844,54,Male,Jacket,Clothing,43,Michigan,S,Purple,Spring,3.3,No,Two-Day Shipping,Yes,Yes,49,Cash,Monthly
845,46,Male,Earrings,Accessories,99,California,S,Orange,Fall,2.8,No,Standard,No,No,0,Google Pay,Monthly
846,32,Female,T-shirt,Clothing,124,Florida,M,Red,Fall,3.1,Yes,Two-Day Shipping,No,Yes,12,Bank Transfer,Weekly
847,29,Male,Flip Flops,Footwear,21,Michigan,XL,Black,Summer,3.2,Yes,Free Shipping,No,Yes,42,Debit Card,Weekly
848,45,Female,Sunglasses,Accessories,74,Tennessee,S,Beige,Spring,1.5,No,Standard,No,Yes,28,Bank Transfer,Annually
849,21,Female,Mules,Footwear,127,Illinois,S,Red,Winter,3.4,Yes,Standard,Yes,Yes,10,Bank Transfer,Weekly
850,65,Female,Cardigan,Clothing,96,Illinois,S,Red,Spring,4.2,No,Next Day Air,No,Yes,60,Apple Pay,Daily
851,69,Female,Coat,Clothing,117,Washington,XS,Beige,Fall,4.8,Yes,Next Day Air,No,Yes,44,Credit Card,Annually
852,19,Female,Parka,Outerwear,97,Texas,S,Red,Summer,3.3,Yes,Two-Day Shipping,Yes,Yes,44,Apple Pay,Daily
853,69,Male,Vest,Clothing,90,Georgia,XL,Pink,Summer,2.7,Yes,Two-Day Shipping,Yes,Yes,23,Credit Card,Weekly
854,31,Female,Cardigan,Clothing,118,Nevada,M,Olive,Fall,1.1,Yes,Free Shipping,Yes,No,2,Cash,Weekly
855,52,Female,Raincoat,Outerwear,149,Florida,S,White,Spring,2.4,Yes,Standard,No,Yes,7,Apple Pay,Monthly
856,46,Male,Puffer Jacket,Outerwear,15,Ohio,L,Yellow,Fall,1.5,No,Two-Day Shipping,Yes,No,31,Cash,Quarterly
857,32,Male,Loafers,Footwear,51,New York,XXL,White,Spring,3.9,No,Two-Day Shipping,Yes,Yes,14,PayPal,Weekly
858,63,Female,Necklace,Accessories,148,Michigan,XL,Olive,Summer,2.3,No,Store Pickup,Yes,Yes,47,Bank Transfer,Monthly
859,29,Male,Hoodie,Clothing,51,Nevada,XS,Red,Summer,2.6,Yes,Two-Day Shipping,No,No,54,PayPal,Weekly
860,31,Female,Parka,Outerwear,82,Michigan,L,White,Fall,3.6,No,Free Shipping,Yes,No,21,Bank Transfer,Monthly
861,60,Female,Raincoat,Outerwear,147,Ohio,XS,Beige,Winter,3.6,Yes,Standard,Yes,No,53,Credit Card,Daily
862,40,Female,Sunglasses,Accessories,130,Illinois,XL,White,Summer,2.6,Yes,Express,Yes,Yes,12,Cash,Annually
863,54,Male,Sunglasses,Accessories,107,Michigan,S,Cream,Summer,2.5,Yes,Store Pickup,Yes,Yes,53,Bank Transfer,Annually
864,30,Female,Mules,Footwear,27,Illinois,M,Pink,Winter,4.6,No,Free Shipping,Yes,No,0,Credit Card,Bi-Weekly
865,64,Male,Scarf,Accessories,30,Virginia,L,Navy,Summer,2.9,Yes,Express,No,Yes,41,Apple Pay,Monthly
866,40,Male,Heels,Footwear,72,Ohio,S,Pink,Spring,3.9,Yes,Express,No,Yes,43,PayPal,Bi-Weekly
867,51,Female,Jacket,Clothing,149,California,XXL,Teal,Winter,1.9,No,Free Shipping,Yes,No,9,Credit Card,Annually
868,20,Female,Hat,Accessories,80,California,XXL,Yellow,Winter,3.3,No,Free Shipping,Yes,Yes,5,Cash,Quarterly
